TEXTO,CARRERA,LABEL
quiero ser un apoyo para quienes pasan por momentos difíciles,PSICOLOGÍA,6
creo que entender la mente es clave para mejorar la sociedad,PSICOLOGÍA,6
la poesía y la narrativa son mis formas favoritas de expresión,LETRAS,7
me apasiona estudiar cómo el lenguaje evoluciona con el tiempo,LETRAS,7
quiero rescatar y promover la literatura de mi país,LETRAS,7
disfruto organizando clubes de lectura y discusiones literarias,LETRAS,7
creo que las palabras tienen el poder de cambiar el mundo,LETRAS,7
me motiva dar voz a las historias que merecen ser contadas,COMUNICACIÓN SOCIAL,8
quiero utilizar el periodismo para exponer injusticias,COMUNICACIÓN SOCIAL,8
disfruto editando videos y creando contenido atractivo,COMUNICACIÓN SOCIAL,8
me interesa la comunicación política y su impacto en la sociedad,COMUNICACIÓN SOCIAL,8
creo que informar es una responsabilidad esencial,COMUNICACIÓN SOCIAL,8
siento una gran satisfacción al ver a alguien aprender algo nuevo,EDUCACIÓN,9
quiero desarrollar métodos educativos que inspiren a los estudiantes,EDUCACIÓN,9
disfruto creando materiales didácticos interactivos,EDUCACIÓN,9
me interesa la psicopedagogía y cómo ayudar a quienes tienen dificultades,EDUCACIÓN,9
creo que la educación es el pilar fundamental de una sociedad fuerte,EDUCACIÓN,9
siempre he tenido habilidades para planificar y coordinar proyectos,ADMINISTRACIÓN,10
me interesa cómo las decisiones estratégicas afectan a una empresa,ADMINISTRACIÓN,10
disfruto analizando casos de éxito empresarial,ADMINISTRACIÓN,10
quiero liderar equipos que generen cambios positivos,ADMINISTRACIÓN,10
creo que una buena gestión puede marcar la diferencia,ADMINISTRACIÓN,10
me gusta asegurarme de que todo cuadre y esté en su lugar,CONTADURÍA,11
quiero ayudar a las personas a manejar mejor sus finanzas,CONTADURÍA,11
disfruto aprendiendo sobre inversiones y mercados financieros,CONTADURÍA,11
me interesa la contabilidad forense y descubrir irregularidades,CONTADURÍA,11
creo que la ética es fundamental en el mundo financiero,CONTADURÍA,11
me preocupa cómo mejorar las relaciones laborales en las empresas,RELACIONES INDUSTRIALES,12
quiero asegurar que los derechos de los trabajadores sean respetados,RELACIONES INDUSTRIALES,12
disfruto organizando actividades que fomenten el trabajo en equipo,RELACIONES INDUSTRIALES,12
me interesa la gestión del cambio y cómo afecta a las personas,RELACIONES INDUSTRIALES,12
creo que un buen ambiente laboral mejora la productividad,RELACIONES INDUSTRIALES,12
siempre me ha intrigado cómo las normas sociales influyen en el individuo,SOCIOLOGÍA,13
quiero investigar sobre movimientos sociales y sus causas,SOCIOLOGÍA,13
disfruto analizando estadísticas y datos demográficos,SOCIOLOGÍA,13
me interesa la sociología de la educación y su impacto,SOCIOLOGÍA,13
creo que comprendiendo la sociedad podemos impulsar cambios,SOCIOLOGÍA,13
me apasiona estudiar cómo se pueden resolver las crisis económicas,ECONOMÍA,14
quiero contribuir a políticas que promuevan el bienestar general,ECONOMÍA,14
disfruto siguiendo las noticias económicas y financieras,ECONOMÍA,14
me interesa la economía sostenible y responsable,ECONOMÍA,14
creo que las decisiones económicas deben considerar el impacto social,ECONOMÍA,14
siento un fuerte deseo de luchar contra las injusticias legales,DERECHO,15
quiero defender a quienes no tienen voz en el sistema judicial,DERECHO,15
disfruto estudiando las leyes y cómo se aplican en distintos casos,DERECHO,15
me interesa el derecho laboral y proteger los derechos de los trabajadores,DERECHO,15
creo que la justicia es un valor esencial en cualquier sociedad,DERECHO,15
siento que mi propósito es ayudar a otros en su camino espiritual,TEOLOGÍA,16
me interesa cómo la fe influye en las acciones humanas,TEOLOGÍA,16
disfruto estudiando textos sagrados y su interpretación,TEOLOGÍA,16
quiero promover el respeto y la tolerancia entre diferentes creencias,TEOLOGÍA,16
creo que la espiritualidad es una parte integral del ser humano,TEOLOGÍA,16
me encanta encontrar soluciones prácticas a problemas industriales,INDUSTRIAL,0
quiero mejorar la calidad y eficiencia en la producción,INDUSTRIAL,0
disfruto trabajando en proyectos que requieren análisis detallados,INDUSTRIAL,0
me interesa la gestión de la cadena de suministro,INDUSTRIAL,0
creo que la innovación es clave en la industria moderna,INDUSTRIAL,0
siempre he disfrutado de las matemáticas y su aplicación en la construcción,CIVIL,1
quiero diseñar estructuras que sean seguras y sostenibles,CIVIL,1
disfruto trabajando en modelos y simulaciones estructurales,CIVIL,1
me interesa la ingeniería sísmica y cómo proteger edificios,CIVIL,1
creo que la ingeniería civil puede mejorar la vida de las personas,CIVIL,1
paso tiempo creando pequeñas aplicaciones para resolver necesidades diarias,INFORMÁTICA,2
me encanta el desafío de aprender nuevos frameworks y tecnologías,INFORMÁTICA,2
quiero participar en proyectos que utilicen inteligencia artificial,INFORMÁTICA,2
disfruto colaborando en equipos de desarrollo ágil,INFORMÁTICA,2
creo que la informática es el futuro de muchas industrias,INFORMÁTICA,2
me intriga cómo las señales se transmiten a través de diferentes medios,TELECOMUNICACIONES,3
quiero trabajar en el desarrollo de redes más seguras y rápidas,TELECOMUNICACIONES,3
disfruto asistiendo a conferencias sobre tecnologías emergentes,TELECOMUNICACIONES,3
me interesa la integración de la iot internet de las cosas en la vida diaria,TELECOMUNICACIONES,3
creo que las telecomunicaciones impulsan la innovación global,TELECOMUNICACIONES,3
siempre he sentido que los espacios bien diseñados afectan positivamente a las personas,ARQUITECTURA,4
quiero crear edificios que sean energéticamente eficientes,ARQUITECTURA,4
disfruto trabajando con software de diseño y modelado 3d,ARQUITECTURA,4
me interesa la arquitectura paisajista y el urbanismo,ARQUITECTURA,4
creo que la arquitectura puede resolver problemas sociales,ARQUITECTURA,4
me encanta explorar diferentes corrientes de pensamiento y sus fundamentos,FILOSOFÍA,5
quiero entender cómo las filosofías orientales y occidentales se complementan,FILOSOFÍA,5
disfruto escribiendo sobre mis reflexiones y compartiéndolas,FILOSOFÍA,5
me interesa la ética aplicada en el mundo actual,FILOSOFÍA,5
creo que la filosofía nos guía hacia una vida más plena,FILOSOFÍA,5
siempre he querido saber qué motiva a las personas en su día a día,PSICOLOGÍA,6
quiero especializarme en psicología deportiva,PSICOLOGÍA,6
disfruto realizando talleres de crecimiento personal,PSICOLOGÍA,6
me interesa cómo la mente y el cuerpo están conectados,PSICOLOGÍA,6
creo que ayudar a otros a entenderse a sí mismos es valioso,PSICOLOGÍA,6
la cultura y el arte son esenciales en mi vida,LETRAS,7
quiero investigar sobre literatura indígena y ancestral,LETRAS,7
disfruto organizando eventos literarios y culturales,LETRAS,7
me interesa cómo la literatura refleja los problemas sociales,LETRAS,7
creo que a través de las letras podemos generar conciencia,LETRAS,7
me motiva utilizar la comunicación para educar y empoderar,COMUNICACIÓN SOCIAL,8
quiero trabajar en documentales que muestren realidades ocultas,COMUNICACIÓN SOCIAL,8
disfruto explorando nuevos formatos de comunicación digital,COMUNICACIÓN SOCIAL,8
me interesa el periodismo investigativo y sus retos,COMUNICACIÓN SOCIAL,8
creo que la información veraz es un derecho de todos,COMUNICACIÓN SOCIAL,8
siento que puedo marcar la diferencia en la vida de un estudiante,EDUCACIÓN,9
quiero especializarme en educación para niños con necesidades especiales,EDUCACIÓN,9
disfruto creando actividades que hagan el aprendizaje divertido,EDUCACIÓN,9
me interesa la educación bilingüe y multicultural,EDUCACIÓN,9
creo que la educación transforma vidas y comunidades,EDUCACIÓN,9
me gusta analizar cómo se pueden mejorar los procesos administrativos,ADMINISTRACIÓN,10
quiero enfocarme en la responsabilidad social empresarial,ADMINISTRACIÓN,10
disfruto liderando proyectos que tienen un impacto positivo,ADMINISTRACIÓN,10
me interesa la gestión sostenible y ética de negocios,ADMINISTRACIÓN,10
creo que los líderes deben ser agentes de cambio,ADMINISTRACIÓN,10
siempre he sido cuidadoso con los detalles financieros,CONTADURÍA,11
quiero asegurar la integridad financiera en organizaciones sin fines de lucro,CONTADURÍA,11
disfruto enseñando a otros sobre educación financiera,CONTADURÍA,11
me interesa la tecnología blockchain y su aplicación en contabilidad,CONTADURÍA,11
creo que la transparencia es esencial en las finanzas,CONTADURÍA,11
me preocupa el equilibrio entre productividad y bienestar del empleado,RELACIONES INDUSTRIALES,12
quiero implementar programas que mejoren la satisfacción laboral,RELACIONES INDUSTRIALES,12
disfruto mediando y resolviendo conflictos internos,RELACIONES INDUSTRIALES,12
me interesa la formación y desarrollo de talento humano,RELACIONES INDUSTRIALES,12
creo que el éxito empresarial depende del compromiso de su gente,RELACIONES INDUSTRIALES,12
siempre me ha fascinado cómo las sociedades cambian con el tiempo,SOCIOLOGÍA,13
quiero estudiar el impacto de las redes sociales en las relaciones humanas,SOCIOLOGÍA,13
disfruto realizando encuestas y analizando resultados,SOCIOLOGÍA,13
me interesa la sociología de la tecnología y su influencia,SOCIOLOGÍA,13
creo que entendiendo a la sociedad podemos anticipar tendencias,SOCIOLOGÍA,13
me apasiona entender los sistemas económicos y cómo pueden ser más justos,ECONOMÍA,14
quiero trabajar en políticas que promuevan la equidad económica,ECONOMÍA,14
disfruto analizando modelos económicos alternativos,ECONOMÍA,14
me interesa la economía colaborativa y su potencial,ECONOMÍA,14
creo que la economía debe servir al bienestar común,ECONOMÍA,14
siento una fuerte convicción por defender el medio ambiente a través del derecho,DERECHO,15
quiero trabajar en leyes que protejan a las comunidades indígenas,DERECHO,15
disfruto estudiando el derecho constitucional y sus implicaciones,DERECHO,15
me interesa la criminología y entender las causas del delito,DERECHO,15
creo que el sistema legal debe evolucionar con la sociedad,DERECHO,15
siento que la fe puede ser un puente entre diferentes culturas,TEOLOGÍA,16
quiero estudiar el papel de la religión en los conflictos y su resolución,TEOLOGÍA,16
disfruto participando en actividades interreligiosas,TEOLOGÍA,16
me interesa cómo la espiritualidad influye en la salud mental,TEOLOGÍA,16
creo que la teología puede contribuir a la paz mundial,TEOLOGÍA,16
me encanta buscar formas creativas de mejorar procesos industriales,INDUSTRIAL,0
quiero especializarme en logística y distribución eficiente,INDUSTRIAL,0
disfruto cuando logro reducir costos sin afectar la calidad,INDUSTRIAL,0
me interesa la implementación de sistemas lean manufacturing,INDUSTRIAL,0
creo que la industria puede ser sostenible y rentable,INDUSTRIAL,0
me encanta optimizar el uso de recursos en proyectos,INDUSTRIAL,0
siento curiosidad por cómo mejorar la productividad en fábricas,INDUSTRIAL,0
quiero diseñar estructuras que resistan desastres naturales,CIVIL,1
me interesa construir puentes que conecten comunidades,CIVIL,1
disfruto creando algoritmos que resuelvan problemas complejos,INFORMÁTICA,2
me apasiona desarrollar inteligencia artificial para mejorar vidas,INFORMÁTICA,2
quiero innovar en la tecnología de comunicación inalámbrica,TELECOMUNICACIONES,3
me interesa hacer que internet sea accesible para todos,TELECOMUNICACIONES,3
me inspira diseñar espacios que respeten el medio ambiente,ARQUITECTURA,4
quiero fusionar arte y funcionalidad en construcciones,ARQUITECTURA,4
me fascina explorar las razones detrás de nuestras creencias,FILOSOFÍA,5
quiero ayudar a otros a encontrar significado en sus vidas,FILOSOFÍA,5
me interesa comprender y apoyar a personas con trastornos,PSICOLOGÍA,6
quiero investigar cómo mejorar la salud mental en mi comunidad,PSICOLOGÍA,6
disfruto escribiendo historias que reflejen la realidad social,LETRAS,7
quiero preservar las lenguas indígenas a través de la literatura,LETRAS,7
me motiva comunicar noticias que impulsen el cambio,COMUNICACIÓN SOCIAL,8
quiero utilizar los medios para educar e informar objetivamente,COMUNICACIÓN SOCIAL,8
me apasiona enseñar y aprender de mis estudiantes,EDUCACIÓN,9
quiero innovar en métodos pedagógicos que inspiren,EDUCACIÓN,9
me interesa liderar proyectos que tengan un impacto social,ADMINISTRACIÓN,10
quiero emprender negocios que sean sostenibles y éticos,ADMINISTRACIÓN,10
disfruto asegurando que las finanzas sean claras y precisas,CONTADURÍA,11
quiero utilizar mis habilidades para ayudar a pequeñas empresas,CONTADURÍA,11
me preocupa mejorar las condiciones laborales globalmente,RELACIONES INDUSTRIALES,12
quiero promover políticas que valoren al trabajador,RELACIONES INDUSTRIALES,12
me fascina investigar cómo las culturas interactúan y cambian,SOCIOLOGÍA,13
quiero trabajar en proyectos que reduzcan la desigualdad social,SOCIOLOGÍA,13
me apasiona analizar cómo las políticas económicas afectan a todos,ECONOMÍA,14
quiero contribuir a un sistema económico más justo y equitativo,ECONOMÍA,14
siempre he querido defender los derechos fundamentales,DERECHO,15
quiero luchar contra la corrupción y promover la justicia,DERECHO,15
siento una vocación por profundizar en cuestiones espirituales,TEOLOGÍA,16
quiero ayudar a otros en su búsqueda de significado y fe,TEOLOGÍA,16
me gusta idear formas de hacer más eficientes las operaciones,INDUSTRIAL,0
siempre estoy buscando maneras de mejorar procesos en mi entorno,INDUSTRIAL,0
me interesa cómo se puede optimizar la producción en una empresa,INDUSTRIAL,0
disfruto planificando y organizando proyectos complejos,INDUSTRIAL,0
siento satisfacción al ver cómo mis ideas mejoran la productividad,INDUSTRIAL,0
me apasiona diseñar estructuras que sean útiles para la sociedad,CIVIL,1
siempre he querido construir cosas que perduren en el tiempo,CIVIL,1
me interesa cómo los edificios pueden resistir terremotos,CIVIL,1
disfruto trabajando en planos y modelos de construcción,CIVIL,1
quiero ayudar a desarrollar infraestructuras sostenibles,CIVIL,1
me encanta resolver problemas mediante programación,INFORMÁTICA,2
siempre estoy creando pequeños programas para automatizar tareas,INFORMÁTICA,2
me interesa el desarrollo de aplicaciones móviles innovadoras,INFORMÁTICA,2
disfruto aprendiendo sobre nuevas tecnologías y lenguajes de programación,INFORMÁTICA,2
quiero contribuir al mundo del software libre y de código abierto,INFORMÁTICA,2
me intriga cómo la información viaja a través de diferentes medios,TELECOMUNICACIONES,3
quiero mejorar las tecnologías de comunicación actuales,TELECOMUNICACIONES,3
disfruto experimentando con equipos electrónicos y señales,TELECOMUNICACIONES,3
me interesa la comunicación satelital y sus aplicaciones,TELECOMUNICACIONES,3
