TEXTO,LABEL
disfruto de en trabajando construcción modelos planos,1
quiero infraestructuras sostenibles desarrollar ayudar,1
me encanta problemas resolver programación mediante,2
siempre tareas creando programas estoy para pequeños automatizar,2
me de interesa desarrollo móviles el aplicaciones innovadoras,2
disfruto de tecnologías sobre nuevas lenguajes programación aprendiendo,2
de quiero contribuir al libre software mundo del código abierto,2
me cómo de la intriga través diferentes medios información viaja,3
las mejorar de quiero tecnologías comunicación actuales,3
disfruto con electrónicos equipos experimentando señales,3
me interesa la comunicación sus aplicaciones satelital,3
las que para el son creo global telecomunicaciones progreso vitales,3
siempre cómo mejorar en estoy dibujando espacios pensando,4
me las de que apasiona edificios la personas idea crear inspiren,4
en mis quiero diseños combinar funcionalidad belleza,4
disfruto diferentes estilos explorando arquitectónicos,4
me de la encanta naturaleza reflexionar sobre cuestionar realidad,5
disfruto leyendo filósofos clásicos contemporáneos,5
entender de la quiero el humana mejor existencia significado,5
me interesa ideas conceptos abstractos discutir,5
que la para el creo es crecimiento filosofía social personal esencial,5
siempre las he querido desafíos personas ayudar superar sus emocionales,6
me cómo interesa el afecta comportamiento cerebro,6
disfruto la sobre estudiando teorías personalidad conducta,6
en quiero lo quienes trabajar hospitales clínicas apoyando necesitan,6
que la física como creo es salud mental importante tan,6
me de la sin lugar literatura permite viajar moverme,7
me apasiona historias crear escribir personajes,7
de mi la quiero al vida literatura estudio dedicar promoción,7
disfruto sus textos diferentes analizando descubriendo interpretaciones,7
que la poder creo un palabra escrita tiene transformador,7
me que mi sobre temas informar comunidad motiva afectan,8
los quiero para el voz utilizar periodismo dar marginados,8
disfruto que creando contenido educa entretiene,8
me interesa la el producción cine audiovisual,8
que los una medios creo social importante tienen responsabilidad,8
siento por una compartir vocación enseñar conocimientos gran,9
quiero programas desarrollar para comunidades educativos rurales,9
cómo disfruto los ideas viendo nuevas estudiantes descubren,9
me interesa la especial diferentes quienes educación tienen necesidades apoyar,9
que más la para el creo educación es cambio herramienta poderosa,9
me de proyectos gusta otros lo mejor liderar sí motivar dar,10
de gestionar quiero empresas eficiente aprender manera ética,10
disfruto de estrategias analizando negocios exitosos,10
me cómo las de interesa en personas el decisiones influye marketing,10
que hacer una empresa puede creo su buena crecer impacto administración,10
siempre recursos he bueno sido presupuestos manejando,11
las de que una empresa quiero finanzas sean asegurar transparentes,11
disfruto trabajando con números datos financieros,11
me cómo interesa la auditoría prevenir fraudes,11
de que la para el creo es organización cualquier esencial contabilidad éxito,11
me de los el bienestar preocupa empleados su satisfacción laboral,12
las mejorar de recursos en quiero empresas políticas humanos,12
disfruto organizando capacitaciones talleres,12
me cómo de interesa los equipos trabajo motivar,12
de que una creo todos gestión buena personal beneficia,12
siempre me ha las de el estudiar sociedades comportamiento fascinado,13
entender la quiero social combatir injusticia,13
disfruto en proyectos participando comunitarios,13
me interesa sobre sus investigar migración efectos,13
que la con el creo cambio social comprensión comienza,13
me cómo las apasiona día el analizar decisiones afectan económicas,14
que en quiero desarrollo el trabajar instituciones económico promuevan,14
disfruto estudiando económicos su modelos aplicabilidad,14
me las interesa la economía relaciones internacional comerciales,14
que una la puede para ser creo economía reducir pobreza herramienta,14
de siento por los una demás fuerte defender derechos inclinación,15
en quiero ayudar especializarme casos derecho internacional humanitarios,15
cómo disfruto se estudiando leyes interpretan,15
me de interesa la conflictos resolución mediación,15
que la para el creo es mantener orden justicia fundamental derecho,15
que siento mi otros vocación es servir espiritualmente guiar,16
las de en quiero el su profundizar estudio escrituras mensaje,16
disfruto mi con comunidad compartiendo enseñanzas reflexiones,16
me de interesa la el diálogo paz promoción interreligioso,16
las que la puede personas el creo fe bien unir promover común,16
me de encontrar maneras gusta analizar sistemas mejorarlos,0
que la quiero tecnologías producción implementar optimicen,0
disfruto que en proyectos trabajando logística involucran planificación,0
me de interesa la gestión calidad mejora continua,0
las que más hacer la sostenibles puede creo empresas ingeniería industrial,0
siempre he querido construir contribuir infraestructuras seguras,1
me de apasiona el sistemas diseño carreteras transporte,1
disfruto sobre su aprendiendo ingeniería hidráulica importancia,1
me de interesa la estructuras históricas restauración conservación,1
las de que la desarrollo para el creo es clave sociedades ingeniería civil,1
me encanta problemas para crear soluciones cotidianos tecnológicas,2
de en quiero desarrollo participar el tecnologías emergentes,2
disfruto de en proyectos software equipo colaborando,2
me interesa la sus realidad aplicaciones virtual aumentada,2
que la puede creo informática revolucionar múltiples campos,2
me cómo mejorar de la intriga infraestructura comunicaciones,3
que más quiero desarrollar tecnologías seguras conexiones permitan,3
disfruto la sus explorando electrónica posibilidades,3
me las de interesa en desarrollo el social telecomunicaciones impacto,3
que al para el mundo creo es conectar progreso fundamental,3
siempre cómo las pueden los en estoy espacios emociones influir imaginando,4
las de que la diseñar quiero personas vida mejoren calidad hogares,4
disfruto en mis diseños diferentes estilos materiales combinando,4
me de interesa la espacios recuperación urbanos degradados,4
de que la el poder creo comunidades arquitectura tiene transformar,4
me en encanta el sobre mundo ética moral debatir moderno,5
quiero problemas el pensamiento filosófico aplicar actuales,5
disfruto mis ideas sobre escribiendo ensayos pensamientos,5
me de interesa la su ciencia filosofía influencia,5
que personas nos reflexionar creo cuestionar hace mejores,5
siempre he querido con ayudar niños comprender dificultades,6
me cómo interesa la el psicología aprendizaje educativa potenciar,6
disfruto sobre leyendo diferentes teorías psicológicas,6
quiero sobre investigar innovadoras técnicas terapéuticas,6
que la puede vidas para mejor creo cambiar psicología,6
me entender la diferentes culturas perspectivas literatura permite,7
quiero obras ayudar otros sus ser editor publicar,7
disfruto de la textos diferentes analizando estructura estilo,7
me de interesa la enseñanza literatura lengua,7
las que para historia son creo esenciales letras preservar nuestra,7
me que sobre temas crear importantes motiva campañas sensibilicen,8
más en quiero personas para trabajar radio llegar podcasting,8
las disfruto de redes sociales manera utilizando constructiva,8
me interesa la comunicación su impacto interno organizacional,8
que una problemas puede resolver comunicación creo buena muchos,8
de que siento dejar la forma mejor es un legado educar,9
de la quiero dedicarme formación docentes,9
disfruto de sobre métodos enseñanza innovadores investigando,9
me interesa en la tecnología aplicación el su aula educativa,9
que los la creo educación debe actuales adaptarse tiempos,9
me tendencias gusta el analizar mercado anticipar,10
los quiero globales ayudar empresas cambios adaptarse,10
disfruto de creando estrategias negocio planes comerciales,10
me interesa la empresarial consultoría asesoramiento,10
que los la creo todos eficiente administración beneficia involucrados,10
siempre las he con finanzas sido responsable presupuesto,11
en quiero especializarme contabilidad internacional,11
disfruto trabajando con software financiero herramientas,11
me interesa en la el ética profesional ámbito contable,11
que en la creo es contabilidad fundamental precisión,11
me cómo las mejorar pueden empresas preocupa su laboral clima,12
que la quiero políticas inclusión promuevan implementar equidad,12
disfruto sobre estudiando liderazgo motivación,12
me interesa los la laborales derechos negociación colectiva,12
las que los creo empresas empleados valorando prosperan,12
siempre me ha cómo las se sociales cambian intrigado normas forman,13
la quiero social dedicarme investigación académica,13
las disfruto de el analizando políticas impacto públicas,13
me las de interesa la educación desigualdades sociología,13
